CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share
17031080202,Illinois,Cook,1,3498,2432,0,0,0,0,0,0,0,0,0,4.5,161431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031080300,Illinois,Cook,1,4315,2607,0,0,0,0,0,0,0,0,0,12.1,159091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031080400,Illinois,Cook,1,4317,2009,0,25,0.0057911,0,0,0,0,0,1,50.8,15039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081000,Illinois,Cook,1,7546,4723,0,1107,0.1467002,0,0,0,0,0,1,22.5,83558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081100,Illinois,Cook,1,3640,2675,0,10,0.0027473,0,0,0,0,0,0,16.5,165486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081201,Illinois,Cook,1,4059,2502,0,492,0.1212121,0,0,0,0,0,0,9.2,174000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081202,Illinois,Cook,1,2995,1893,0,2,0.0006678,0,0,0,0,0,0,6.9,107140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081300,Illinois,Cook,1,4884,3322,0,4,0.000819,0,0,0,0,0,0,7.2,180667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081401,Illinois,Cook,1,2279,1551,0,39,0.0171128,0,0,0,0,0,0,11.6,132404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081402,Illinois,Cook,1,4243,2708,0,0,0,0,0,0,0,0,0,5.6,162138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081403,Illinois,Cook,1,6229,4278,0,0,0,0,0,0,0,0,0,7,141629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081500,Illinois,Cook,1,4379,2941,0,11,0.002512,0,0,0,0,0,0,10.9,199167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081600,Illinois,Cook,1,3545,2556,0,0,0,0,0,0,0,0,0,15.7,158889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081700,Illinois,Cook,1,3102,2014,0,115,0.0370729,0,0,0,0,0,0,4.5,126563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081800,Illinois,Cook,1,6866,4592,0,3,0.0004369,0,0,0,0,0,0,5.3,164744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081900,Illinois,Cook,1,1053,481,0,0,0,0,0,0,0,0,1,25.3,152143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031090100,Illinois,Cook,1,3405,1385,0,0,0,0,0,0,0,0,0,2.3,81971,0,1,0,1,0,0,0,0,904.4686059,0,0,148.1627936,0,904.4686059,0.265629547,148.1627936,0.043513302,202.6710972,0.059521614,136.6833407,0.04014195,850.2647016,0.249710632,1,0.000293686,25.96986121,0.007626978,0,0,0,0,27.23404528,0.007998251,72.51464721,0.021296519,19.97660829,0.014423544,5.182279178,0.003741718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031090200,Illinois,Cook,1,6564,2863,0,4,0.0006094,0,0,0,0,0,0,1.8,105521,0,1,0,1,0,0,0,0,846.6070497,0,0,42.98846079,0,846.6070497,0.128977308,42.98846079,0.006549126,208.8946591,0.031824293,113.3163848,0.017263313,778.2440205,0.118562465,3.065903634,0.000467079,24.27299631,0.003697897,0,0,0.770372555,0.000117363,40.25375583,0.006132504,85.94209195,0.013092945,10.05864349,0.003513323,2.548081746,0.000890004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031090300,Illinois,Cook,1,1372,549,0,0,0,0,0,0,0,0,0,5.9,99405,0,0,0,0,0,0,0,0,351.63746,0,0,48.03500417,0,351.63746,0.256295525,48.03500417,0.035010936,77.46960276,0.056464725,77.60668927,0.056564642,321.4886215,0.234321153,1,0.000728863,5.84713909,0.004261763,0,0,1,0.000728863,22.30169915,0.016254883,37.32695407,0.027206235,16.15846134,0.029432534,4.113062888,0.007491918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031100100,Illinois,Cook,1,5313,2240,0,5,0.0009411,0,0,0,0,0,0,5.1,86417,0,0,0,0,0,0,0,0,121.6082556,0,0,17.91581858,0,121.6082556,0.022888812,17.91581858,0.003372072,22.25846215,0.004189434,25.01841086,0.004708905,82.63368976,0.015553113,0.458872169,8.64E-05,17.6548214,0.003322948,0,0,3,0.000564653,17.86087203,0.00336173,22.45932622,0.00422724,1.965871348,0.000877621,5.877846315,0.002624039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031100200,Illinois,Cook,1,6749,2792,0,159,0.023559,0,0,0,0,0,0,2.8,90400,0,0,0,0,0,0,0,0,125.0591692,0,0,14.70524339,0,125.0591692,0.01853003,14.70524339,0.002178877,21.50014218,0.003185678,21.69825548,0.003215033,107.4120375,0.015915252,0.548116013,8.12E-05,0.838634351,0.000124261,0,0,0.072034784,1.07E-05,16.18834693,0.002398629,23.98818658,0.003554332,2.920378838,0.001045981,1.369811258,0.00049062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031100300,Illinois,Cook,1,6177,2569,0,355,0.0574713,0,0,0,0,1,0,8,83772,0,1,0,1,0,0,0,0,3791.079702,0,0,658.955008,0,3791.079702,0.61374125,658.955008,0.10667881,702.7949269,0.113776093,1026.53475,0.16618662,3467.366199,0.561334984,21.90920534,0.003546901,160.8999163,0.02604823,0,0,0.99999997,0.000161891,139.9043789,0.022649244,398.4523724,0.064505807,375.3371514,0.146102433,66.32333056,0.025816789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031100400,Illinois,Cook,1,3066,1210,0,6,0.0019569,0,0,0,0,0,0,6.5,99773,0,1,0,1,0,0,0,0,3065.999982,0,0,349.329963,0,3065.999982,0.999999994,349.329963,0.113936713,712.9999986,0.232550554,510.9999965,0.166666666,2791.999986,0.910632742,13.99999974,0.00456621,117.9999999,0.038486627,0,0,4.99999987,0.001630789,136.999999,0.044683627,340,0.110893673,17.14506756,0.014169477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031100500,Illinois,Cook,1,5779,2221,0,7,0.0012113,0,0,0,0,0,0,1.3,97468,0,1,0,1,0,0,0,0,3692.637765,0,0,217.0467133,0,3692.637765,0.638975215,217.0467133,0.037557832,814.4155373,0.140926724,721.1137795,0.124781758,3304.798348,0.571863358,19.99999995,0.003460806,167.4096011,0.028968611,0,0,4.402092636,0.00076174,196.0277304,0.033920701,334.7232749,0.057920622,76.402236,0.034399926,10.19618189,0.004590807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031100600,Illinois,Cook,1,4832,1890,0,0,0,0,0,0,0,1,0,5.7,85250,0,1,0,1,0,0,0,0,3826.85998,0,0,1018.100363,0,3826.85998,0.791982612,1018.100363,0.210699578,758.2519473,0.156923002,620.9602918,0.128509994,3300.555903,0.683062066,31.0000001,0.006415563,239.274548,0.049518739,2.000000089,0.000413907,7.000000127,0.001448676,247.0295266,0.05112366,538.5752139,0.111460102,127.1282505,0.067263625,133.0319911,0.070387297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031100700,Illinois,Cook,1,4826,1876,0,11,0.0022793,0,0,0,0,0,0,13.9,80000,0,1,0,1,0,0,0,0,1850.594764,0,0,413.4374957,0,1850.594764,0.383463482,413.4374957,0.085668772,407.7019459,0.084480304,357.1330883,0.074001883,1575.796847,0.326522347,5.00000003,0.001036055,122.1289751,0.02530646,0,0,0.311173037,6.45E-05,147.3577743,0.030534143,268.6019338,0.055657259,33.03373515,0.017608601,27.46899741,0.014642323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031110100,Illinois,Cook,1,5254,2063,0,0,0,0,0,0,0,0,0,7.2,110700,0,0,0,0,0,0,0,0,447.5499316,0,0,47.95503962,0,447.5499316,0.085182705,47.95503962,0.009127339,99.08869722,0.018859668,69.12441338,0.013156531,389.0543826,0.074049178,7.354268402,0.001399747,27.50856186,0.005235737,0,0,1.930070413,0.000367353,21.70264947,0.004130691,27.79774202,0.005290777,7.338029811,0.00355697,7.40234521,0.003588146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031110200,Illinois,Cook,1,2828,1155,0,3,0.0010608,0,0,0,0,0,0,14.5,75833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031110300,Illinois,Cook,1,5161,1945,0,0,0,0,0,0,0,0,0,6.4,98973,0,1,0,1,0,0,0,0,2045.226656,0,0,384.3168435,0,2045.226656,0.396284956,384.3168435,0.074465577,391.1732288,0.075794076,360.5024296,0.069851275,1642.879431,0.318325796,21.52767789,0.004171222,184.6564494,0.0357792,1,0.000193761,1.815486312,0.00035177,193.3476118,0.037463207,336.5567012,0.065211529,91.61463537,0.04710264,16.36821708,0.008415536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031110400,Illinois,Cook,1,4352,1808,0,11,0.0025276,0,0,0,0,0,0,5.7,79154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031110501,Illinois,Cook,1,4639,1726,0,8,0.0017245,0,0,0,0,0,0,5.2,80833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031110502,Illinois,Cook,1,3214,1440,0,0,0,0,0,0,0,0,0,19.1,64138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031120100,Illinois,Cook,1,4198,1501,0,3,0.0007146,0,0,0,0,0,0,4.2,130431,0,0,0,0,0,0,0,0,478.2249878,0,0,49.85016406,0,478.2249878,0.113917339,49.85016406,0.011874741,131.7993257,0.031395742,76.20573243,0.018152866,442.2399865,0.105345399,6.480011992,0.001543595,20.40385483,0.004860375,0,0,0,0,9.101135381,0.002167969,33.53549581,0.007988446,14.84780135,0.00989194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031120200,Illinois,Cook,1,4430,1726,0,0,0,0,0,0,0,0,0,1.4,113047,0,0,0,0,0,0,0,0,51.79807091,0,0,5.144501686,0,51.79807091,0.011692567,5.144501686,0.001161287,14.62335634,0.003300983,7.086022139,0.001599554,48.79266739,0.011014146,0.215909362,4.87E-05,2.357675552,0.000532207,0,0,0,0,0.431818724,9.75E-05,2.36850518,0.000534651,0,0,1.162217855,0.000673359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031120300,Illinois,Cook,1,6365,2366,0,24,0.0037706,0,0,0,0,0,0,4.3,129028,0,1,0,1,0,0,0,0,2471.455596,0,0,374.7881455,0,2471.455596,0.388288389,374.7881455,0.058882662,522.9997482,0.082168067,492.6865333,0.077405583,1821.025906,0.286099907,25.0190906,0.003930729,485.0120571,0.076199852,0,0,5.271029414,0.000828127,135.1275052,0.021229773,237.4165068,0.037300315,44.08237407,0.018631604,21.79282068,0.009210829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031120400,Illinois,Cook,1,3515,1271,0,0,0,0,0,0,0,0,0,11.1,99559,0,0,0,0,0,0,0,0,171.4970952,0,0,5.226578308,0,171.4970952,0.04879007,5.226578308,0.001486936,52.26394107,0.014868831,17.11810871,0.004870017,138.7856835,0.039483836,0,0,9.76503317,0.002778103,0,0,0,0,22.94638359,0.006528132,29.32578473,0.00834304,4.195865086,0.003301231,5.911156,0.004650792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031130100,Illinois,Cook,1,5133,2023,0,276,0.0537697,0,1,0,1,1,1,10.5,50238,0,1,0,1,0,0,0,0,3680.968268,0,0,1553.783392,0,3680.968268,0.717118307,1553.783392,0.302704733,611.5184897,0.119134715,1448.92216,0.282275893,2428.405628,0.473096752,28.95680884,0.005641303,1011.640942,0.197085709,2,0.000389636,3.999999982,0.000779271,205.9648958,0.040125637,225.9628723,0.0440216,397.255483,0.196369492,286.8796026,0.141808998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031130200,Illinois,Cook,1,1412,625,0,0,0,0,0,0,0,0,0,8.2,91250,0,1,0,1,0,0,0,0,469.2583669,0,0,135.0806319,0,469.2583669,0.332335954,135.0806319,0.09566617,117.4788159,0.083200295,45.29808494,0.032080797,342.0664971,0.242256726,3.569652423,0.002528082,30.46428999,0.021575276,0,0,2.380543634,0.001685937,90.7773833,0.064289932,152.5980442,0.108072269,17.06177232,0.027298836,0.914023517,0.001462438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031130300,Illinois,Cook,1,5064,1737,0,0,0,0,0,0,0,0,0,11.4,73043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
